query,precision,recall,accuracy
0,0.8657346736237842,0.8685946107755615,0.9972386005435963
0,0.8547236343390112,0.8548859188452189,0.996871957708714
0,0.8704530845757429,0.8543512764973167,0.9970118608957086
0,0.8812132440898148,0.8733793501441924,0.9971228185957385
0,0.8539007311240325,0.8571678128461396,0.997519371767151
1,1.0,0.7128244282871589,0.995233881487344
1,0.9864787581699348,0.7348337141574185,0.9954885385979569
1,0.9889076021432748,0.7201822375851085,0.9954564774509371
1,0.9963357654889914,0.707082711381814,0.9951889958815168
1,0.9931608936565128,0.7225929173695629,0.9955059432206248
1,0.9895833333333334,0.7142694705491354,0.995167927127761
1,0.9925595238095238,0.7097648581430375,0.9951715912588488
1,0.9929492630385488,0.7198448900007873,0.9952879274208913
1,0.9908008658008659,0.7118889835144925,0.9952998358469272
1,0.988516865079365,0.7184922049592916,0.995249454044468
1,0.992984693877551,0.713915178189845,0.9952888434536633
1,0.9920882936507935,0.722945983679964,0.9954015154846181
1,0.9850694444444444,0.7155419917774243,0.9951999882747804
1,0.9935515873015872,0.7129800280994393,0.995167011094989
1,0.9850724169717291,0.7266500864526678,0.9956195312843512
1,0.9859500618429189,0.710204984284259,0.995306248076331
1,0.9944741250325264,0.7105511424835889,0.995232965454572
1,0.9975198412698413,0.7148085072905755,0.995335561125035
1,0.9969604863221885,0.7179306350449279,0.9954161720089697
0,0.8356127836473264,0.8640296766826772,0.9937603178600409
0,0.866823637959538,0.8420237301108711,0.9967658242565111
0,0.8916836119042196,0.8444142358167738,0.9969838802583094
0,0.8752563515772046,0.8480124462361948,0.997294561818394
0,0.8649570015829525,0.834014039730599,0.9964397051033791
0,0.8509561988345852,0.8685404792317202,0.9966182022729925
0,0.8638524101611821,0.8646411972456586,0.9975000747758412
0,0.8652630578850837,0.8601043825298726,0.9971093107018218
0,0.8745335054409756,0.8519155420451061,0.9975039341741033
0,0.8650243108220528,0.8444784144211781,0.9966056592286415
2,0.5160597784646336,0.9365662652774878,0.9913076053511642
2,0.5251332478337815,0.9529234691629638,0.9941172207303495
2,0.5114919144823311,0.9371289159014788,0.9941285156665473
2,0.5456015702155868,0.939200557534947,0.993424464643555
2,0.53754968272126,0.9368178706341708,0.9948768051896466
2,0.5349619804557253,0.9259500808736485,0.994377004262897
2,0.49490466086127005,0.9397778315581505,0.9873223753627322
2,0.5333904480974462,0.9350790991158995,0.9945332508802992
2,0.5048918210447694,0.9542227227065458,0.9900868109971264
2,0.5138124946643536,0.9257230302242943,0.9937407228570918
1,0.9943215847295707,0.7340456066471392,0.9957322033153059
1,0.9895651365165631,0.7208000727461249,0.9953987673863021
1,0.9841086539258015,0.7232500031300321,0.9954088437467938
1,0.9921924603174603,0.7326335566209462,0.9959016693781237
1,0.9847204373202271,0.7270688066896531,0.9953309809611751
1,0.9933333333333335,0.7096320093944007,0.9953007518796992
1,0.9939202111821159,0.7150160265539238,0.9953502176493866
1,0.9764864666796953,0.72640357932239,0.9953373931905789
1,0.9929945054945054,0.7188466746916833,0.9954427369593575
2,0.5474671641875846,0.9300997998965315,0.9956881581065168
2,0.5141930646900228,0.9281927789186449,0.9941953440390504
2,0.5140325164084848,0.9551135280656351,0.992866306546451
2,0.546013890089154,0.9244442087952823,0.9954867317443241
2,0.5373075539398242,0.9437082477197907,0.9948843351471119
2,0.5485366701242529,0.927905026053033,0.9950575241688103
2,0.5182204399026406,0.9408296257543762,0.9927175898865142
2,0.5324637975501062,0.9361907928100119,0.9945614882207934
2,0.5233017651115888,0.9332112379483647,0.9932682180261534
1,0.9985521670789527,0.7150893913243481,0.9953053320435591
1,0.9900995743626135,0.7223967063920892,0.9959914405897785
1,0.9938524171030914,0.7307715223620448,0.995953883246127
1,0.9962797619047619,0.7122425984058204,0.9951651790294449
1,0.9891298185941043,0.7155694098672951,0.995167011094989
1,0.9959821428571428,0.7120041316700287,0.9952686907326795
1,0.9892658730158731,0.7095686295808632,0.9952064005041846
1,0.9965277777777779,0.7153310202690043,0.9952027363730965
1,0.9892857142857142,0.7177818094149236,0.9952064005041846
1,0.9888736263736264,0.7211348684962774,0.9953822787964064
2,0.5147189867655897,0.9506230231302751,0.9930084344936054
2,0.4853585423627231,0.9468935591318048,0.9932258620154119
2,0.5047411862344531,0.9307908499842426,0.9941746366560212
2,0.5022404308444873,0.9490462963389669,0.9916012736923052
2,0.5235786307391357,0.9330679891005649,0.9946207866358315
2,0.5120755957880566,0.9503000925706845,0.9931985659196008
2,0.499395549033701,0.9417857830361561,0.9887775396428731
2,0.5235175462217725,0.9448803663895032,0.9912511306701756
2,0.5425406378152455,0.940556191306228,0.9931938596961851
1,1.0,0.7108084010299581,0.9952668586671355
1,0.9925879675879675,0.7188052498789018,0.9956085388910874
1,0.9857095616024186,0.7245130033446134,0.9954335766316376
1,0.9895498803604441,0.7444787733220805,0.9961691509475441
2,0.5111957958138293,0.9275384808422378,0.9902449401038946
2,0.5540684558320008,0.9067140631148167,0.9943948879118769
2,0.5071198097230851,0.9467204558853751,0.9925500483329145
2,0.49466160710314533,0.9427712258153209,0.9927486509610579
2,0.5053737867440725,0.9479274517320552,0.9917810514267859
0,0.8784736203045785,0.842075325651881,0.996810207336523
0,0.8645664582374782,0.8501109134035919,0.99520566250913
0,0.8612286648940131,0.8543872902875423,0.9970765058165956
0,0.8830620914241488,0.8417591081726651,0.9969105516913329
0,0.87463093573409,0.8654599245553283,0.9968970437974162
0,0.8422754600667606,0.8373446594754876,0.9963403255981346
0,0.8680245314211166,0.8349565728337385,0.9963017316155152
0,0.8682356966999377,0.8476428567235943,0.9968671334608865
2,0.4904339430807147,0.9405394004927035,0.9921057808424707
2,0.5468194491599763,0.9448411612703574,0.9961804290758012
2,0.5339729834003367,0.925709503093619,0.9913207827767284
2,0.5063319991207937,0.9444895908687935,0.9931543274194929
2,0.5255576052574464,0.9317221034821104,0.9938357885700894
2,0.5283850385594019,0.9358246091221156,0.9955394414465801
2,0.509140347411207,0.9359850511221595,0.9907494472540598
2,0.48711790789584863,0.9433786237632932,0.9874155585863633
2,0.5190862843551632,0.9434499998942394,0.9933472825795375
2,0.5052676154087482,0.9440423776950708,0.9938235523892083
2,0.5453362893857406,0.9289080208672403,0.99491068999824
2,0.5168756000510929,0.9326556204296939,0.9939393254852353
2,0.5021432865464839,0.9444595228005916,0.9912285407977802
2,0.4918107874454732,0.944508196802002,0.9918017588098147
2,0.5009925729050528,0.9456398391167364,0.9891869810800408
2,0.5062741553592462,0.9314721721521813,0.9922121414916659
2,0.4926760171740693,0.9648977333378326,0.9918205837034778
2,0.540995641560196,0.9347257308394117,0.9955441476699959
2,0.503792125316639,0.9478557314769671,0.9940598048046778
0,0.8768808352456995,0.8374556843963308,0.9968237152304399
0,0.8858883852298495,0.8514586101197599,0.9970967676574706
0,0.7999273506897098,0.8427593401690866,0.9964454942007716
0,0.8569557607334964,0.8590167680099858,0.9978040023889674
0,0.8255763711529315,0.8622934539495204,0.9958579008153944
0,0.8869015424458581,0.8420401784961538,0.9970543142765897
0,0.8889792845922642,0.8367858125969075,0.9967976642921718
0,0.8796753535394272,0.8421658381271655,0.9973167533584002
0,0.8592524418141042,0.8363082549411555,0.9969549347713452
0,0.8854385151399201,0.8371295379027183,0.9971826392687984
0,0.8639274619642032,0.8460582185704832,0.9970186148426671
0,0.8749678383458827,0.8441692113161147,0.9969173056382915
0,0.8428945567988332,0.856511282384209,0.9959871906571686
0,0.8417395279748281,0.861733335217925,0.9969944936035298
0,0.8798629465712932,0.8673111283421138,0.996532330661665
0,0.8853725540367909,0.8455534070533428,0.9972067605079354
0,0.8550678981315013,0.8391859370734188,0.9967166169286715
0,0.8281858979912703,0.8586148056468632,0.9957073842831795
0,0.8818982113735118,0.8236890750202894,0.9963490092442235
1,0.9975758996520983,0.7236979559067098,0.9953914391241261
1,0.9812888244256915,0.7503438793518629,0.9961416699643847
1,0.9981050873586845,0.718942445197083,0.9955554089903119
1,0.9880952380952381,0.7113105916733525,0.9952751029620834
1,0.9901289682539682,0.7135825190023278,0.9952961717158393
1,0.9899119814695331,0.7234338389443253,0.9955718975802077
1,0.9928000240500241,0.7127712876152534,0.9953941872224421
1,0.9920126004947434,0.7160001343742343,0.995233881487344
1,0.9928323412698413,0.7211422017442738,0.9953099122074192
1,0.9880253427128428,0.724613854176482,0.9951569347344971
1,0.9924923916935197,0.7140826728699204,0.9952082325697285
1,0.9922392598343686,0.7140887565391287,0.9954079277140219
1,0.9859526352962812,0.718428675969649,0.9953373931905789
1,0.9934510798375742,0.7424918894051226,0.9957780049539053
1,0.988219246031746,0.7260099103803734,0.9954235002711459
1,0.9866851533569513,0.7366515860467677,0.9956937299388823
1,0.9949156746031745,0.7140051479539258,0.9953593779771064
1,0.9828242820254098,0.7320159238925772,0.99539327118967
1,0.9953723867595818,0.7250656398661897,0.9955609051869438
1,0.9975732600732602,0.7182634485170423,0.9953703703703705
1,0.9867578171619525,0.7196254380900855,0.9954189201072856
1,0.9901552868771255,0.7355885997217835,0.996026249835114
1,0.9905535130718955,0.7133212540956413,0.9955352562693282
1,0.9869102733686067,0.7159418871062222,0.9952696067654516
1,0.9808719100013744,0.7338614402161573,0.9963148001582905
1,0.9903994785898856,0.7110064045214289,0.995156018701725
1,0.9919312169312168,0.7119134840500726,0.9951981562092366
1,0.9889917604973023,0.7176345480225947,0.995704722332146
2,0.5464029364349795,0.9344273704022502,0.99572204291511
2,0.5188114244046692,0.9364169413894268,0.9930667916639607
2,0.5160271799940306,0.937089583563313,0.9934084634839417
2,0.465591056750959,0.9486667611621089,0.988189261715908
2,0.531864594119391,0.9302109061301567,0.9950801140412059
2,0.5310153930838654,0.9275794190357789,0.9941868728369019
2,0.5095598308384331,0.9579042589438457,0.9917810514267856
2,0.5017882805618449,0.9507003268192387,0.9935440027183149
2,0.5350345092305128,0.9346342202508017,0.991116532680486
2,0.5244551726939531,0.935475997614662,0.9949304561365859
2,0.5098019830675092,0.9502998461646267,0.9930517317490303
2,0.522354168454091,0.9294233925270464,0.9952071820734302
2,0.5166220109002319,0.9428705269198788,0.9940513336025293
2,0.5178248729675392,0.930662393064988,0.9941934615496842
2,0.5247669602355334,0.9262258674770772,0.9932973966113309
2,0.527997569333601,0.9169971818655033,0.9940447448897474
2,0.5256796836061818,0.929552247982674,0.9944475976141329
2,0.5328068452941896,0.9287601629590294,0.9922893235556837
2,0.5338934193737641,0.9443688588355504,0.9949464572961992
