(512,>,2,2,List(0.329127464, 0.334767035, 0.332261119, 0.366319787, 0.335576944),0.33961046980000004,0.013542689423564493)
(1,<,2,2,List(0.596226579, 0.657892396, 0.918485586, 1.209258306, 0.590218469),0.7944162671999999,0.23962544678277056)
(1,>,1,2,List(0.643680663, 0.766845011, 0.774744577, 0.76746943, 0.472264375),0.6850008111999999,0.1170620652149909)
(2,>,1,1,List(0.743969321, 0.75350466, 0.908812105, 0.588133494, 0.778159797),0.7545158754000001,0.10213883757321235)
(2,>,1,2,List(0.469438552, 0.785743881, 0.464715331, 0.470486438, 0.884740494),0.6150249392,0.18252188382476872)
(2,>,2,1,List(0.986516412, 0.649057497, 0.966358785, 0.635552398, 0.647638978),0.777024814,0.16301218081707688)
(4,<,2,1,List(0.001196487, 0.001006747, 0.001011089, 0.001062191, 0.001216912),0.0010986852,9.055420678113193E-5)
(4,>,2,2,List(0.419025581, 0.3390359, 0.330997539, 0.27281114, 0.32962188),0.33829840799999994,0.04676448962923846)
(8,<,1,2,List(0.342921181, 0.352113996, 0.404018398, 0.358187451, 0.373749555),0.36619811620000003,0.02140909551775177)
(8,<,2,1,List(0.001431954, 0.001195177, 9.78108E-4, 0.001159514, 0.001207839),0.0011945184,1.4464598544944134E-4)
(8,<,2,2,List(0.359539706, 0.459332316, 0.322813017, 0.341937259, 0.386799035),0.3740842666,0.0475449484976007)
(8,>,2,1,List(0.380933311, 0.34902009, 0.360398559, 0.34062672, 0.376504984),0.36149673279999994,0.015462588474980367)
(8,>,2,2,List(0.323045799, 0.321837706, 0.304022583, 0.316234373, 0.404342942),0.3338966806,0.035861553402799305)
(16,<,1,1,List(0.193138637, 0.185560099, 0.172161159, 0.243642799, 0.215916072),0.20208375320000002,0.025167022973732443)
(16,<,1,2,List(0.198220067, 0.228114809, 0.191395751, 0.225680476, 0.316460574),0.23197433539999998,0.044673046168987755)
(16,<,2,1,List(0.001017439, 9.80699E-4, 0.001557422, 0.00145353, 0.001243816),0.0012505812,2.2916236479614185E-4)
(16,<,2,2,List(0.192775661, 0.220285175, 0.188222554, 0.24178185, 0.188516504),0.2063163488,0.021356497802957633)
(16,>,1,1,List(0.200076676, 0.181381448, 0.186592842, 0.178342108, 0.187428408),0.18676429639999997,0.007451150324419813)
(16,>,2,1,List(0.205214356, 0.18217943, 0.179328616, 0.199423054, 0.213327282),0.19589454759999997,0.013158601409315528)
(16,>,2,2,List(0.178667412, 0.186954338, 0.19777321, 0.165557042, 0.189801907),0.18375078179999998,0.010957738795668068)
(32,>,2,1,List(0.197483614, 0.200580272, 0.200072428, 0.257340936, 0.21360372),0.21381619400000001,0.022473460863322685)
(64,<,1,1,List(0.184739109, 0.187601354, 0.199668702, 0.19048055, 0.191516106),0.19080116419999998,0.005024628552259932)
(64,<,1,2,List(0.276590301, 0.269019017, 0.275362109, 0.260836688, 0.248537842),0.2660691914,0.010396930695372642)
(64,>,1,2,List(0.124184879, 0.157233484, 0.139606417, 0.115568364, 0.123133213),0.1319452714,0.014861130561584885)
(64,>,2,2,List(0.201301615, 0.20715277, 0.231631221, 0.201901969, 0.198217677),0.2080410504,0.01213995194313845)
(128,<,1,2,List(0.320570232, 0.325527831, 0.328500561, 0.365159811, 0.300644093),0.3280805056,0.020931929815491544)
(128,<,2,2,List(0.22446504, 0.220892783, 0.238188117, 0.26151616, 0.216759654),0.2323643508,0.016255748358721542)
(128,>,2,1,List(0.315414754, 0.314911466, 0.336340153, 0.342174511, 0.341184936),0.33000516399999996,0.012279349960741556)
(128,>,2,2,List(0.217171012, 0.262450643, 0.244372878, 0.230495563, 0.232464175),0.23739085419999997,0.015214472704039283)
(256,<,1,1,List(0.344238756, 0.308683008, 0.275918974, 0.284201881, 0.317497115),0.3061079468,0.02441946969232342)
(256,>,2,2,List(0.277466213, 0.302232158, 0.356547788, 0.291300203, 0.334891222),0.3124875168,0.029064754858537364)
(512,<,1,1,List(0.328808325, 0.334952852, 0.375021371, 0.323442947, 0.350910424),0.3426271838,0.018632694927298316)
(512,>,2,1,List(0.473107499, 0.462354913, 0.453881151, 0.454645751, 0.49901961),0.4686017848,0.016709499672557034)
(1,>,2,1,List(0.636533501, 0.640141409, 0.653378645, 0.832304428, 0.833980233),0.7192676432,0.09314886181224896)
(1,>,2,2,List(0.471413293, 0.709403519, 1.033850603, 0.905170748, 0.590059524),0.7419795374,0.20453218338762583)
(2,<,1,2,List(0.634763565, 0.638193139, 0.828203764, 0.987993723, 0.639858744),0.7458025869999999,0.14183092462727984)
(4,<,1,1,List(0.35179535, 0.337603363, 0.325784105, 0.286489692, 0.44226972),0.34878844600000003,0.05154266309930439)
(4,>,1,1,List(0.27300449, 0.335637832, 0.312763392, 0.271038999, 0.264616097),0.291412162,0.027870135155862376)
(4,>,2,1,List(0.390239177, 0.359002593, 0.366683944, 0.358006082, 0.419895372),0.37876543360000003,0.02362541664726858)
(8,<,1,1,List(0.395060953, 0.357804178, 0.292190456, 0.285949967, 0.329710679),0.3321432466,0.04087317731963566)
(16,>,1,2,List(0.143698873, 0.137420342, 0.128933419, 0.144435548, 0.13066909),0.13703145440000003,0.006410681157079355)
(32,<,1,1,List(0.176733503, 0.216420522, 0.189470618, 0.21770827, 0.183743598),0.19681530220000001,0.01702335597170721)
(32,>,1,1,List(0.164056025, 0.190220109, 0.162577663, 0.175465205, 0.164130918),0.171289984,0.010538206953059369)
(32,>,1,2,List(0.111189436, 0.127213809, 0.124319172, 0.118731246, 0.128568169),0.12200436640000001,0.006375831842983211)
(32,>,2,2,List(0.195236116, 0.177801584, 0.187169875, 0.17086999, 0.18579164),0.18337384100000004,0.008347041777940633)
(64,<,2,1,List(0.001055597, 9.57125E-4, 0.001001736, 0.001036185, 0.001137986),0.0010377257999999998,6.027539501786775E-5)
(64,<,2,2,List(0.193881017, 0.206046685, 0.198842765, 0.193404515, 0.185770221),0.19558904059999999,0.006693993784289961)
(64,>,1,1,List(0.214019681, 0.204921497, 0.190444612, 0.2082294, 0.199173287),0.20335769539999998,0.008051259710651206)
(64,>,2,1,List(0.267505603, 0.273378039, 0.24950856, 0.254626145, 0.255475121),0.2600986936,0.008884598612711674)
(128,<,2,1,List(9.08187E-4, 0.001101788, 9.77798E-4, 9.85597E-4, 0.001069397),0.0010085534,6.91967332714486E-5)
(128,>,1,2,List(0.145389399, 0.128056536, 0.126514428, 0.126455177, 0.125923968),0.13046790160000002,0.007494598234697056)
(256,>,1,2,List(0.143627003, 0.144091968, 0.143016984, 0.154501823, 0.155083746),0.1480643048,0.005507426794985454)
(256,>,2,1,List(0.403259604, 0.352242753, 0.356198949, 0.374861498, 0.357893718),0.36889130440000006,0.01884696413197975)
(512,<,1,2,List(0.458560241, 0.468149013, 0.456225783, 0.543687733, 0.448723968),0.47506934759999997,0.034865694886841186)
(512,<,2,1,List(8.83462E-4, 0.001180927, 0.001172443, 0.001352356, 0.001141452),0.0011461280000000002,1.506311588895206E-4)
(512,>,1,1,List(0.329301149, 0.332319896, 0.339054839, 0.329600571, 0.334369756),0.33292924220000003,0.0035836414770791638)
