600572,3,List(8.315224226, 8.651471604, 8.084340374, 8.147421655, 8.114000458),8.2624916634,0.21029253157292366
600572,9,List(14.533142471, 14.208435042, 14.493469717, 14.122320756, 14.088983247),14.289270246600001,0.1874526235978243
600572,7,List(12.061679529, 12.392440187, 12.474582343, 12.208320561, 10.555607572),11.938526038400001,0.7062313738970716
600572,8,List(13.059609773, 12.983454224, 13.009301049, 13.115643487, 12.908293541),13.0152604148,0.07004667966656436
600572,0,List(3.4082984, 3.672453797, 3.259092467, 3.426500751, 3.277681106),3.4088053042,0.14794012472692994
600572,1,List(3.838672725, 4.415909279, 3.938278685, 4.298896008, 3.753043807),4.0489601008000005,0.261211510561925
600572,2,List(6.664171456, 7.581045128, 6.994236482, 7.422953083, 7.260558559),7.1845929416,0.32460276416632355
600572,6,List(11.131121601, 11.633921161, 11.136321139, 11.285212424, 11.095147825),11.25634483,0.19973394384440035
600572,4,List(9.417468709, 9.107947734, 8.968218678, 8.901249322, 8.983049276),9.075586743799999,0.1835293616596967
600572,5,List(9.743923183, 10.154867473, 10.442311485, 9.997773705, 9.784239476),10.0246230644,0.2564078016617712
