(2,>,2,1,List(1.323521072, 0.839840071, 1.698498709, 0.882642536, 1.00391798),1.1496840736,0.32248381318643626)
(4,<,1,1,List(0.405005436, 0.448096315, 0.471089177, 0.458276318, 0.468316437),0.45015673660000005,0.023986473958753692)
(4,>,1,1,List(0.402173274, 0.539248589, 0.567976315, 0.364396626, 0.348696131),0.44449818700000004,0.09122519283889446)
(8,>,1,1,List(0.428343965, 0.467008699, 0.389562014, 0.556688909, 0.365751064),0.44147093020000006,0.06712333604314678)
(8,>,2,1,List(0.376405571, 0.466309557, 0.403616861, 0.562451011, 0.376713066),0.43709921319999995,0.0707355501605986)
(8,>,2,2,List(0.396240736, 0.406230311, 0.43925751, 0.347474673, 0.341969692),0.3862345844,0.03680514698301501)
(16,<,1,1,List(0.199868949, 0.260436148, 0.197422532, 0.200335099, 0.290267139),0.22966597340000003,0.03848923820101176)
(16,>,2,2,List(0.192577882, 0.214015554, 0.195062461, 0.203106699, 0.201251474),0.201202814,0.0074818024454760615)
(64,<,1,2,List(0.291450565, 0.315154739, 0.301936165, 0.397112289, 0.337167605),0.3285642726,0.03752105243274651)
(64,<,2,1,List(9.69343E-4, 9.86206E-4, 9.18138E-4, 0.00118494, 0.001444618),0.001100649,1.94457386924745E-4)
(64,<,2,2,List(0.296065984, 0.263118632, 0.215891068, 0.261711051, 0.207120201),0.24878138719999998,0.03294235395852484)
(64,>,1,1,List(0.215360319, 0.214127508, 0.218377043, 0.224379688, 0.233489083),0.2211467282,0.0071163036870348735)
(64,>,2,2,List(0.230598811, 0.261682202, 0.239933974, 0.228477573, 0.252754824),0.24268947679999994,0.012788979862114212)
(128,>,1,2,List(0.13163096, 0.147896255, 0.175199201, 0.128936427, 0.222528868),0.16123834219999997,0.034783490993433294)
(256,<,1,2,List(0.385439943, 0.38470955, 0.423313786, 0.435075114, 0.381879871),0.4020836528,0.022477635066147163)
(256,>,2,2,List(0.326817525, 0.31784921, 0.354252057, 0.371548683, 0.324937828),0.3390810606,0.020423136143935806)
(512,<,1,1,List(0.357126687, 0.37158396, 0.355930603, 0.3802273, 0.468984698),0.3867706496,0.042101006430327714)
