(1,<,1,1,List(0.309568823, 0.307717578, 0.804575125, 0.485459198, 0.303372341),0.442138613,0.19397769997160066)
(2,<,1,1,List(0.299829987, 0.300816575, 0.449492867, 0.448883976, 0.453996256),0.3906039322,0.07373565691591229)
(1,<,2,2,List(0.508776042, 0.455791087, 0.309973824, 0.4474333, 0.2975009),0.40389503060000004,0.08453367636609167)
(4,<,1,2,List(0.219336353, 0.189043921, 0.19760049, 0.192641203, 0.191954738),0.198115341,0.010961809146663684)
(4,<,2,2,List(0.162714009, 0.15257655, 0.189654372, 0.184350937, 0.194325417),0.176724257,0.01621452285736819)
(4,>,2,2,List(0.173287167, 0.19074033, 0.194951815, 0.156214663, 0.179432237),0.17892524240000002,0.013742362815200037)
(8,<,2,1,List(0.00108923, 0.001027886, 0.001341907, 9.95088E-4, 0.001082223),0.0011072668,1.223878556939372E-4)
(16,<,1,2,List(0.128597125, 0.17736023, 0.151384866, 0.128130968, 0.192043462),0.1555033302,0.02570236229947663)
(16,<,2,2,List(0.14035284, 0.118476499, 0.120282915, 0.11870649, 0.106217451),0.12080723899999998,0.01100011675666874)
(16,>,1,1,List(0.162015772, 0.127635336, 0.115549726, 0.127681682, 0.121647509),0.130906005,0.016189170393927144)
(1,>,1,1,List(0.30194247, 0.449254713, 0.450785558, 0.650934009, 0.579790912),0.4865415324000001,0.12038766016804811)
(32,<,2,1,List(0.001881344, 0.001083867, 9.47654E-4, 0.001248132, 0.001823502),0.0013968998,3.843484879556052E-4)
(2,<,1,2,List(0.351090818, 0.328459104, 0.599021535, 0.326701644, 0.327581466),0.3865709134,0.10661629378533898)
(32,>,2,2,List(0.184841057, 0.164757341, 0.175611859, 0.163721893, 0.161285508),0.17004353160000002,0.008883500785432862)
(2,<,2,1,List(0.001036757, 0.001227659, 9.98958E-4, 0.001034797, 0.001356631),0.0011309604,1.384370995240799E-4)
(2,>,1,1,List(0.452544657, 0.46539229, 0.312187423, 0.577574662, 0.291041566),0.4197481196,0.10602160254923498)
(4,<,2,1,List(0.001089464, 0.001198919, 0.001243236, 0.001217111, 0.001434875),0.001236721,1.1207642061914715E-4)
(64,<,2,1,List(0.001313099, 0.002036684, 0.001538706, 0.001102676, 0.001233416),0.0014449162,3.2809209652559447E-4)
(16,<,2,1,List(9.61513E-4, 9.10906E-4, 0.001719482, 0.001498673, 0.001316144),0.0012813435999999999,3.098141448317685E-4)
(16,>,2,1,List(0.129879822, 0.138586247, 0.130238427, 0.132519717, 0.160863682),0.138417579,0.01164845557987865)
(64,<,2,2,List(0.138966191, 0.151928866, 0.215794701, 0.215273353, 0.211126915),0.1866180052,0.03390317675356555)
(32,<,1,1,List(0.123105043, 0.108518838, 0.177293473, 0.121322181, 0.116445685),0.12933704399999998,0.024505019019499367)
(32,<,1,2,List(0.152808922, 0.14634855, 0.141654505, 0.156392716, 0.143936693),0.14822827719999998,0.005528217035036068)
(128,<,2,1,List(0.001229678, 0.001210551, 9.59842E-4, 9.89856E-4, 0.001069274),0.0010918402,1.1083776286158075E-4)
(64,>,2,2,List(0.138220278, 0.135321387, 0.213587827, 0.162674221, 0.1420757),0.15837588260000002,0.02922426606224667)
(128,>,1,1,List(0.232123017, 0.166760965, 0.157563512, 0.166786435, 0.175447197),0.1797362252,0.02679722139374945)
(128,>,2,2,List(0.167718808, 0.169323436, 0.167744256, 0.173446387, 0.169902331),0.1696270436,0.0020948315916235957)
(1,<,1,2,List(0.320454763, 0.318573604, 0.40336006, 0.501468205, 0.329010182),0.37457336280000003,0.0708121093983672)
(128,<,2,2,List(0.170917731, 0.174160543, 0.179699642, 0.171198411, 0.17041663),0.1732785914,0.003466968843598832)
(256,<,1,2,List(0.290486687, 0.391188317, 0.309957594, 0.31409379, 0.363005512),0.33374638,0.03736095449321802)
(1,<,2,1,List(9.76903E-4, 0.001176502, 0.001017381, 0.001350335, 0.001595022),0.0012232286,2.2786806708847995E-4)
(512,<,2,2,List(0.289566804, 0.328073063, 0.271762304, 0.302769569, 0.267909682),0.2920162844,0.021968506404593236)
