(2002,0,List(0.210218975, 0.204593591, 0.202598533, 0.200436143, 0.198617056),0.20329285960000001,0.004004223649473622)
(2002,1,List(0.229750268, 0.213546081, 0.234597675, 0.243975736, 0.219901346),0.22835422119999998,0.010730270285475338)
(2002,5,List(0.482819694, 0.466912347, 0.452524039, 0.435822815, 0.417960895),0.451207958,0.0227584339498657)
(2002,6,List(0.469213753, 0.465932758, 0.526548569, 0.361579154, 0.441679798),0.45299080640000006,0.05352653856143595)
(3004,4,List(0.44424092, 0.42183007, 0.434426468, 0.432175657, 0.442352652),0.43500515339999996,0.008015096626160149)
(6008,2,List(0.338085032, 0.269772228, 0.268880724, 0.275936215, 0.267633607),0.28406156120000003,0.02716275828681296)
(6008,3,List(0.385788316, 0.365845652, 0.350393116, 0.420111235, 0.389572707),0.38234220519999995,0.023594643528347517)
(6008,5,List(0.357260098, 0.406246808, 0.414143816, 0.409775823, 0.386862192),0.3948577474,0.020984395485986636)
(6008,6,List(0.397471905, 0.474661617, 0.370792199, 0.372060119, 0.480192369),0.4190356418,0.04864877934558296)
(6008,7,List(0.483341073, 0.432695388, 0.428770312, 0.511246386, 0.389140256),0.44903868300000005,0.043155958994728204)
(2002,2,List(0.328458056, 0.340522397, 0.308008768, 0.352847519, 0.34047585),0.334062518,0.015138989464153877)
(2002,3,List(0.383165689, 0.365900909, 0.416729442, 0.365827245, 0.401687815),0.38666222,0.02003576946675428)
(2002,4,List(0.414684488, 0.405270166, 0.453848906, 0.376777107, 0.46428513),0.42297315939999997,0.03217503364164159)
(2002,7,List(0.469841287, 0.461945436, 0.440473546, 0.458024338, 0.418017384),0.4496603982,0.018513911075131936)
(3004,0,List(0.132842351, 0.174476427, 0.132112078, 0.167443935, 0.162513462),0.1538776506,0.017883818831574427)
(3004,2,List(0.271734743, 0.286764996, 0.310155437, 0.269932549, 0.272848911),0.2822873272,0.015164183721790332)
(3004,3,List(0.398786379, 0.422999799, 0.391855383, 0.424611779, 0.373713964),0.40239346079999994,0.019312433804060974)
(3004,5,List(0.427741385, 0.444789161, 0.488524693, 0.457197518, 0.436779948),0.45100654100000004,0.021110467412475836)
(3004,8,List(0.572424878, 0.553471639, 0.593033272, 0.544778156, 0.472128227),0.5471672344,0.04103156787130693)
(6008,1,List(0.194357101, 0.195030927, 0.182901924, 0.188242561, 0.20264451),0.1926354046,0.006677165213705908)
(3004,6,List(0.509002531, 0.482571693, 0.45854432, 0.445681779, 0.473052699),0.4737706044,0.021633700791300402)
(3004,7,List(0.546893296, 0.534079078, 0.552424363, 0.527612693, 0.498949877),0.5319918614,0.01873417303684792)
(2002,8,List(0.482597188, 0.431090375, 0.458808137, 0.491239694, 0.423572587),0.45746159619999993,0.02690158839319965)
(6008,0,List(0.161355766, 0.16476182, 0.179278548, 0.16490636, 0.168797698),0.1678200384,0.006194873684085758)
(6008,4,List(0.418047732, 0.463599647, 0.430072972, 0.420511542, 0.352370275),0.4169204336,0.036146446759023385)
(3004,1,List(0.197403674, 0.194560357, 0.210393807, 0.206117979, 0.215204664),0.2047360962,0.007756549322192681)
(6008,8,List(0.386336507, 0.477994525, 0.482004326, 0.398557977, 0.448133008),0.43860526860000004,0.03965243630527842)
(200190,0,List(3.199891553, 3.551356324, 3.239990492, 3.504032477, 3.320503474),3.3631548639999997,0.14064835847494167)
(200190,2,List(6.832168975, 6.580747112, 6.682912582, 6.523208325, 6.742324962),6.672272391199999,0.11062049214460748)
(200190,5,List(9.301504049, 9.203891628, 9.468504698, 9.425614153, 9.218710875),9.323645080599999,0.10698065495614327)
(200190,8,List(12.069108885, 11.784381242, 12.00435545, 12.164063668, 12.116929969),12.0277678428,0.13268059094776136)
(300286,2,List(6.888901343, 6.482972899, 6.822490971, 6.512413678, 6.299603713),6.601276520799999,0.22116179871320474)
(300286,4,List(8.794381319, 7.989690979, 8.327955402, 8.577229073, 8.387067714),8.415264897399998,0.2681390849785245)
(300286,5,List(9.243801505, 8.670122126, 8.837352431, 8.585047966, 8.660710099),8.7994068254,0.23699263121769498)
(300286,8,List(11.873344266, 11.498480266, 12.040764391, 11.75221044, 11.606110241),11.754181920799999,0.19164635248409756)
(600572,2,List(6.842600621, 6.516648934, 6.697212052, 6.740387973, 6.719888304),6.703347576800001,0.10576485693637401)
(300286,3,List(7.372187413, 7.412248896, 7.55190035, 7.725443462, 7.425476269),7.497451278,0.12889997757991542)
(200190,7,List(10.786069765, 10.671065691, 11.104084413, 11.025969062, 10.833323998),10.884102585800001,0.15880284559581997)
(200190,1,List(3.759346428, 3.818198367, 3.752168137, 3.751007679, 3.560658041),3.7282757304,0.08744683779592487)
(200190,3,List(7.516670906, 7.422257703, 7.339120825, 7.35546228, 7.587159337),7.4441342102000005,0.09495984728038126)
(600572,7,List(11.153490792, 10.871297729, 11.066525856, 11.486722072, 11.284656166),11.172538522999998,0.20670229119415287)
(200190,4,List(8.082043324, 8.932629223, 8.414500591, 8.108449011, 8.24288306),8.356101041799999,0.31146515808755104)
(300286,7,List(11.182042629, 10.570231976, 10.893054109, 10.926795427, 10.819843946),10.8783936174,0.1965462025497083)
(200190,6,List(9.498407189, 9.622718794, 9.450992983, 10.160141815, 9.656961867),9.677844529599998,0.25288139007183863)
(600572,1,List(3.626916666, 3.848301579, 3.749386417, 3.971090869, 3.802564959),3.7996520980000006,0.11325252943522766)
(300286,0,List(3.519989026, 3.451000545, 3.152264951, 3.264553328, 3.243288948),3.3262193596000005,0.13715488816619692)
(300286,1,List(3.576267197, 3.746189811, 3.942578449, 3.800486933, 3.995908215),3.8122861209999996,0.14893356885524345)
(300286,6,List(9.918011662, 9.937467159, 10.013926143, 9.527218609, 10.051111321),9.8895469788,0.187596184705133)
(600572,0,List(3.262560107, 3.142597288, 3.373299096, 3.414629996, 3.680976149),3.3748125272000005,0.1799157623816213)
(600572,3,List(7.462188928, 7.429379649, 7.856522418, 7.091418227, 7.571380492),7.482177942800002,0.24656490298884967)
(600572,4,List(7.978503958, 8.177324462, 8.111272644, 7.953333502, 8.247874917),8.0936618966,0.11317652414507293)
(600572,5,List(9.140430901, 9.08940026, 9.589575681, 9.071014683, 10.602130527),9.4985104104,0.5838861006106173)
(600572,6,List(9.892715423, 10.118830575, 10.161363012, 9.918036515, 9.715176505),9.961224406000003,0.16247671241486136)
(600572,8,List(12.155573785, 11.827455256, 12.033769523, 11.471281574, 11.537465923),11.8051092122,0.2678373097522208)
(2000390,1,List(94.55097381, 114.825986912, 114.017739153, 109.42040828, 115.573791542),109.67777993940001,7.861154338568199)
(2000390,3,List(109.934940131, 115.702968766, 107.085071529, 110.896579502, 109.615500079),110.6470120014,2.824304015733774)
(2000390,4,List(113.55556951, 123.737176136, 122.307669138, 115.390988422, 114.819808917),117.9622424246,4.198513888614339)
(2000390,5,List(134.885300436, 122.902827632, 113.844356859, 119.485326779, 122.690143257),122.7615909926,6.888546363725434)
(2000390,6,List(118.247437485, 112.96806128, 111.349647835, 119.924735954, 132.116939937),118.9213644982,7.326074740188064)
(2000390,7,List(122.80939712, 115.511330657, 129.904957751, 125.925681797, 129.457656859),124.72180483679999,5.276984482362913)
(2000390,8,List(120.84228045, 141.935998074, 125.29331142, 121.331073546, 133.122346809),128.5050020598,8.027565459373202)
(3000585,3,List(101.740052972, 106.305314273, 120.834779893, 97.829556486, 100.403033004),105.4225473256,8.182004507140535)
(3000585,4,List(117.84038703, 112.232630569, 110.350547565, 119.136657239, 136.974736106),119.3069917018,9.429672448580531)
(2000390,2,List(103.010508755, 106.830616037, 101.595802928, 115.735489609, 125.766128522),110.58770917020001,9.047299600182916)
(2000390,0,List(105.148935314, 99.353805498, 103.852489796, 98.013730149, 95.865262658),100.446844683,3.516070243472088)
(3000585,1,List(122.627594785, 101.954403186, 98.423510496, 102.549786113, 93.32795236),103.77664938800001,9.98013309186708)
(3000585,0,List(93.456838718, 89.618413422, 98.280039702, 97.146101211, 100.689143914),95.83810739340001,3.8874534120210367)
(3000585,5,List(123.356352639, 119.251287485, 113.641366022, 116.004168094, 103.869766616),115.2245881712,6.548071632224508)
(6001171,5,List(107.315332085, 117.778074048, 121.759788976, 106.089564867, 122.706620024),115.129876,7.087595797686139)
(3000585,2,List(99.03257817, 103.985341733, 108.322391687, 99.989043066, 113.290358005),104.9239425322,5.319562816082322)
